step,mode,source_csv,symbol,test_days,total_return_pct,cagr_pct,sharpe,max_dd_pct,win_rate,avg_daily_ret,vol_annual,num_trades,avg_hold_days,status,reason
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_3scale_SOXL.csv,SOXL,22,-17.825180945659135,-89.44711488174984,-3.7127386028696576,-23.693097079341698,0.45454545454545453,-0.010646806504767846,0.7226458757769133,22.0,22.0,ok,split=test
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_h01_SOXL.csv,SOXL,22,-39.0390151748575,-99.65496109203572,-5.684839567868858,-39.0390151748575,0.4090909090909091,-0.018397728968373137,0.8155423991618584,22.0,22.0,ok,split=test
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_h02_SOXL.csv,SOXL,22,-18.66101229684698,-90.61329639134433,-0.8697326983903009,-41.71648978698095,0.5454545454545454,-0.004082847328204574,1.1829813097883946,22.0,22.0,ok,split=test
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_h03_SOXL.csv,SOXL,22,-7.91502398703352,-61.11350995742658,0.12581322974360767,-33.603568721375744,0.5909090909090909,0.0005387089682820875,1.0790173679170134,22.0,22.0,ok,split=test
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_bnf_3scale_SOXL.csv,SOXL,22,-39.80002767145855,-99.70120336368214,-5.064834818787702,-43.82973305130851,0.45454545454545453,-0.018584969161400264,0.9246919981082167,22.0,22.0,ok,split=test
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_bnf_h01_SOXL.csv,SOXL,22,-16.224855278892292,-86.838074996808,-1.4455245125546852,-45.32928462603365,0.5909090909090909,-0.007502271217040052,1.307879825125118,22.0,22.0,ok,split=test
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_bnf_h02_SOXL.csv,SOXL,22,-19.037870999376715,-91.09956806716283,-1.0256134016050482,-40.114935368282545,0.5454545454545454,-0.00456259950383609,1.1210608921132836,22.0,22.0,ok,split=test
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_mix_3scale_SOXL.csv,SOXL,22,14.0187716701069,349.4053960676366,2.644792250530245,-16.088276889497543,0.45454545454545453,0.0104460289185635,0.9953142016921147,22.0,22.0,ok,split=test
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_mix_h01_SOXL.csv,SOXL,22,-2.3867753320979346,-24.172546913044478,0.9126863256858111,-28.5195161969373,0.4090909090909091,0.004668537194493228,1.2890204880940548,22.0,22.0,ok,split=test
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_mix_h02_SOXL.csv,SOXL,22,-19.705494641061883,-91.90495115771057,-3.265333640376449,-33.611023335513735,0.5,-0.011213752040066454,0.8654140205320527,22.0,22.0,ok,split=test
StepA,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepA/sim/stepA_prices_test_SOXL.csv,SOXL,22,,,,,,,,,,ok,date>=2022-01-03
