step,mode,source_csv,test_days,total_return_pct,max_drawdown,sharpe,win_rate,avg_ret,std_ret
StepE,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepE/sim/stepE_daily_log_dprime_all_features_3scale_SOXL.csv,63,-0.4160043987138399,-0.541726046756281,-1.3942870864181287,0.4603174603174603,-0.0061364169759187985,0.06986552518814927
StepE,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepE/sim/stepE_daily_log_dprime_all_features_h01_SOXL.csv,63,-0.20082718773571973,-0.2853740837629083,-1.6672243473150157,0.5079365079365079,-0.0031881301705623914,0.030355841163887214
StepE,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepE/sim/stepE_daily_log_dprime_all_features_h02_SOXL.csv,63,-0.6272906606302122,-0.6339002915066227,-3.2656178146846373,0.4126984126984127,-0.013612254566165593,0.06617058530798504
StepE,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepE/sim/stepE_daily_log_dprime_all_features_h03_SOXL.csv,63,-0.637240510220439,-0.6520829650961262,-3.2867212803761956,0.4126984126984127,-0.013936419455733675,0.06731139680149525
StepE,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepE/sim/stepE_daily_log_dprime_bnf_3scale_SOXL.csv,63,-0.4206915044959909,-0.4392300039136301,-1.7844585481855473,0.4603174603174603,-0.006942271946750154,0.06175831360237784
StepE,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepE/sim/stepE_daily_log_dprime_bnf_h01_SOXL.csv,63,-0.3967406717386647,-0.5177777954568705,-1.34350579584292,0.47619047619047616,-0.005848607178666583,0.06910558998139851
StepE,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepE/sim/stepE_daily_log_dprime_bnf_h02_SOXL.csv,63,-0.6147990587806295,-0.6184841887902549,-3.1072586020338524,0.4126984126984127,-0.013059742698845044,0.06672022343750657
StepE,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepE/sim/stepE_daily_log_dprime_bnf_h03_SOXL.csv,63,-0.5026169820859123,-0.5026169820859123,-2.480887877972514,0.4444444444444444,-0.009424610929157112,0.06030545018214006
StepE,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepE/sim/stepE_daily_log_dprime_mix_3scale_SOXL.csv,63,-0.6369220290431752,-0.6369220290431752,-3.2422368277576505,0.4126984126984127,-0.013900946553645,0.06806124818731625
StepE,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepE/sim/stepE_daily_log_dprime_mix_h01_SOXL.csv,63,-0.625786926061471,-0.625786926061471,-3.07703004830218,0.4126984126984127,-0.013365698923792914,0.06895411789124055
StepF,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepF/sim/stepF_daily_log_marl_SOXL.csv,63,-0.5187929020084886,-0.5216495685579972,-2.940685107136335,0.42857142857142855,-0.01022957779637109,0.05522166001529234
StepF,sim,C:/work/apex_work/runs/gh22517607780_att1_sim_20260228_175949_d93a9a2/output/stepF/sim/stepF_equity_marl_SOXL.csv,63,-0.5187929020084886,-0.5216495685579972,-2.940685107136335,0.42857142857142855,-0.01022957779637109,0.05522166001529234
