source,n_test_rows,total_return_equity,total_return_prod,max_drawdown,sharpe
stepF_daily_log_marl_SOXL.csv,63,-0.48950627477081543,-0.49556393809194244,-0.48950627477081543,-2.9083836745137996
stepF_equity_marl_SOXL.csv,63,-0.48950627477081543,-0.49556393809194244,-0.48950627477081543,-2.9083836745137996
