step,mode,source_csv,test_days,total_return_pct,max_drawdown,sharpe,win_rate,avg_ret,std_ret
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_3scale_SOXL.csv,63,0.830555514502032,-0.1960934814985259,3.768785898185579,0.6031746031746031,0.009430393143867627,0.03972177093358522
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_h01_SOXL.csv,63,-0.14022229573964062,-0.27038729394244976,-0.42097843967287,0.5238095238095238,-0.001147998440976761,0.04328941476444138
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_h02_SOXL.csv,63,-0.13118356739005388,-0.39045297199943574,-0.5958164293748123,0.4126984126984127,-0.0019155095805042626,0.05103547066629629
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_h03_SOXL.csv,63,-0.21366971640881782,-0.401115972352181,-0.5774603924647613,0.5079365079365079,-0.0024838484220858813,0.06828151649850646
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_bnf_3scale_SOXL.csv,63,0.06800574845108942,-0.2721759676932187,0.37510091814847113,0.6031746031746031,0.0010246798356151896,0.04336509809491738
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_bnf_h01_SOXL.csv,63,0.04358521640856505,-0.053174627025395105,1.116514784670981,0.5079365079365079,0.0007452504956992271,0.01059590523908096
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_bnf_h02_SOXL.csv,63,-0.5165669634267815,-0.5821562437404468,-2.412219605249908,0.49206349206349204,-0.01019080941272473,0.06706440982200501
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_mix_3scale_SOXL.csv,63,0.013183076991740483,-0.26418601953522836,0.18595326566679232,0.49206349206349204,0.0006198131555824135,0.05291237440064279
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_mix_h01_SOXL.csv,63,-0.022405011269437725,-0.1182119094471441,0.08264580771894128,0.4603174603174603,9.618228825494016e-05,0.01847457885223463
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_mix_h02_SOXL.csv,63,0.11374223017499197,-0.4346328653504188,0.7412103869709589,0.49206349206349204,0.0034364131268533812,0.07359768315892311
StepF,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepF/sim/reward_legacy/stepF_daily_log_marl_SOXL.csv,63,-0.035834799467816536,-0.2123886205837403,0.06436853414268669,0.47619047619047616,0.00013570559240582518,0.03346758665318795
