Date,Split,pos,ret,equity,Position,Action
2014-01-03,train,0.5350069403648376,-0.010654494166374207,0.9893455058336258,0.5350069403648376,1
2014-01-06,train,0.6186569929122925,0.013976190239191055,1.0031727868354452,0.6186569929122925,1
2014-01-07,train,0.09350964426994324,0.003855363931506872,1.0070403830148797,0.09350964426994324,0
2014-01-08,train,-0.628790557384491,0.012577119283378124,1.0197060500352366,-0.628790557384491,-1
2014-01-09,train,0.18203943967819214,0.0017763754585757852,1.0215174308374804,0.18203943967819214,1
2014-01-10,train,-0.5003949999809265,0.01723507046699524,1.0391233557412283,-0.5003949999809265,-1
2014-01-13,train,-0.49220776557922363,-0.034068189561367035,1.0037223042801924,-0.49220776557922363,-1
2014-01-14,train,-0.9275803565979004,-0.024563997983932495,0.9790668716214257,-0.9275803565979004,-1
2014-01-15,train,-0.6979809999465942,0.011018187738955021,0.989854414221942,-0.6979809999465942,-1
2014-01-16,train,-0.3055320382118225,0.004969198722392321,0.9947731975124481,-0.3055320382118225,-1
2014-01-17,train,0.10643415153026581,0.0018758918158710003,0.9966392844123095,0.10643415153026581,0
2014-01-21,train,0.6874038577079773,0.022753724828362465,1.0193165404429634,0.6874038577079773,1
2014-01-22,train,0.48049303889274597,-0.01668628305196762,1.0023079361295797,0.48049303889274597,1
2014-01-23,train,0.7196003198623657,-0.0511392280459404,0.9510506820115933,0.7196003198623657,1
2014-01-24,train,0.640815794467926,-0.012687448412179947,0.9389842755462026,0.640815794467926,1
2014-01-27,train,-0.07798591256141663,-0.0013173603219911456,0.9377472949186244,-0.07798591256141663,0
2014-01-28,train,-0.03777523711323738,0.0005089504411444068,0.9382245618180552,-0.03777523711323738,0
2014-01-29,train,-0.3244183361530304,-0.01285550557076931,0.9261632107369706,-0.3244183361530304,-1
2014-01-30,train,0.03969636559486389,-0.0007988873403519392,0.9254233106728131,0.03969636559486389,0
2014-01-31,train,0.3269062936306,-0.020886240527033806,0.9060946968167768,0.3269062936306,1
2014-02-03,train,0.7723177075386047,0.00042897340608760715,0.9064833873451082,0.7723177075386047,1
2014-02-04,train,0.6174973845481873,0.0020312005653977394,0.9083246369140073,0.6174973845481873,1
2014-02-05,train,0.5594466328620911,0.02626439370214939,0.9321812327872787,0.5594466328620911,1
2014-02-06,train,0.16418933868408203,0.007707872427999973,0.9393663668093788,0.16418933868408203,1
2014-02-07,train,-0.214897021651268,-0.0035370029509067535,0.9360438251979915,-0.214897021651268,-1
2014-02-10,train,0.18027369678020477,0.006653454154729843,0.9422717498757642,0.18027369678020477,1
2014-02-11,train,-0.16109812259674072,-0.004735647700726986,0.9378094828300051,-0.16109812259674072,-1
2014-02-12,train,-0.23418506979942322,-0.008500256575644016,0.929837861606878,-0.23418506979942322,-1
2014-02-13,train,-0.3072345554828644,-0.005215526092797518,0.9249882679775963,-0.3072345554828644,-1
2014-02-14,train,-0.027167245745658875,-0.000360173755325377,0.9246551114794869,-0.027167245745658875,0
2014-02-18,train,0.9084100127220154,-0.003372281789779663,0.9215369138852179,0.9084100127220154,1
2014-02-19,train,0.9205946326255798,0.02085275948047638,0.9407535015028468,0.9205946326255798,1
2014-02-20,train,0.9279364347457886,-0.014960982836782932,0.9266789045132192,0.9279364347457886,1
2014-02-21,train,0.9483098983764648,0.010001198388636112,0.9359468040798199,0.9483098983764648,1
2014-02-24,train,0.8256425857543945,-0.012818058021366596,0.9239497836402121,0.8256425857543945,1
2014-02-25,train,0.680993914604187,0.01268126629292965,0.9356666368878483,0.680993914604187,1
2014-02-26,train,0.36714574694633484,-0.000794215768110007,0.9349235156911375,0.36714574694633484,1
2014-02-27,train,0.7005594968795776,-0.0028400737792253494,0.9322682639286419,0.7005594968795776,1
2014-02-28,train,0.5227782726287842,-0.008922579698264599,0.9239500260435758,0.5227782726287842,1
2014-03-03,train,0.2362903654575348,0.012052362784743309,0.935085806952426,0.2362903654575348,1
2014-03-04,train,0.2334803193807602,0.0014108836185187101,0.9364051041993646,0.2334803193807602,1
2014-03-05,train,0.573565661907196,0.012584768235683441,0.9481895454104247,0.573565661907196,1
2014-03-06,train,0.5401389598846436,-0.002844358328729868,0.9454925545797219,0.5401389598846436,1
2014-03-07,train,0.5142057538032532,-0.0035521723330020905,0.9421340020862844,0.5142057538032532,1
2014-03-10,train,0.19280274212360382,-0.0032645154278725386,0.9390583911013505,0.19280274212360382,1
2014-03-11,train,0.33738255500793457,0.008318811655044556,0.9468702409900118,0.33738255500793457,1
2014-03-12,train,-0.640019953250885,0.0311029814183712,0.9763207285011328,-0.640019953250885,-1
2014-03-13,train,-0.1729653924703598,0.002478252863511443,0.9787402981422464,-0.1729653924703598,-1
2014-03-14,train,-0.3049316108226776,-0.011094609275460243,0.9678815569522107,-0.3049316108226776,-1
2014-03-17,train,-0.5112340450286865,-0.022162778303027153,0.9464306125818901,-0.5112340450286865,-1
2014-03-18,train,-0.7515641450881958,0.0009788989555090666,0.9473570725200083,-0.7515641450881958,-1
2014-03-19,train,-0.4808182120323181,-0.027428235858678818,0.921372739292542,-0.4808182120323181,-1
2014-03-20,train,-0.6722354888916016,0.01713898405432701,0.9371641319793685,-0.6722354888916016,-1
2014-03-21,train,0.13371305167675018,-0.0020755999721586704,0.9352189541331241,0.13371305167675018,0
2014-03-24,train,-0.31002840399742126,-0.006733102258294821,0.9289220292810502,-0.31002840399742126,-1
2014-03-25,train,-0.4550730288028717,0.013507290743291378,0.9414692492083976,-0.4550730288028717,-1
2014-03-26,train,-0.5331672430038452,0.012866508215665817,0.9535826710381342,-0.5331672430038452,-1
2014-03-27,train,-0.5649300813674927,-0.012512409128248692,0.9416510545204969,-0.5649300813674927,-1
2014-03-28,train,-0.7620313763618469,-0.03736813738942146,0.9064633085422814,-0.7620313763618469,-1
2014-03-31,train,-0.9121934175491333,-0.04351884871721268,0.8670150689501258,-0.9121934175491333,-1
2014-04-01,train,-0.8617256879806519,0.0046344418078660965,0.8710331998337182,-0.8617256879806519,-1
2014-04-02,train,-0.7386596202850342,-0.005030112806707621,0.8666518045801671,-0.7386596202850342,-1
2014-04-03,train,-0.6346768140792847,0.052907004952430725,0.9125037558971231,-0.6346768140792847,-1
2014-04-04,train,-0.32609909772872925,0.008746244944632053,0.9204847372590961,-0.32609909772872925,-1
2014-04-07,train,-0.7131165266036987,-0.027425657957792282,0.8952398376996598,-0.7131165266036987,-1
2014-04-08,train,-0.7047333717346191,-0.023200364783406258,0.8744699468963902,-0.7047333717346191,-1
2014-04-09,train,-0.8065153360366821,0.07363125681877136,0.9388582681366157,-0.8065153360366821,-1
2014-04-10,train,-0.16719691455364227,0.007636703550815582,0.9460280504066071,-0.16719691455364227,-1
2014-04-11,train,-0.7115435004234314,-0.017473554238677025,0.9294975779565173,-0.7115435004234314,-1
2014-04-14,train,-0.6158099174499512,-0.013148044236004353,0.9172765026842862,-0.6158099174499512,-1
2014-04-15,train,-0.6333383321762085,0.003263515420258045,0.9202700486954367,-0.6333383321762085,-1
2014-04-16,train,-0.2099360227584839,-0.012373477220535278,0.9088831082111628,-0.2099360227584839,-1
2014-04-17,train,-0.7305996417999268,-0.020085858181118965,0.8906274109964187,-0.7305996417999268,-1
2014-04-21,train,0.7084457874298096,0.019028834998607635,0.9075750130455067,0.7084457874298096,1
2014-04-22,train,0.7199633717536926,-0.00348496506921947,0.9044121458273467,0.7199633717536926,1
2014-04-23,train,0.805209755897522,0.011801546439528465,0.9150856077668018,0.805209755897522,1
2014-04-24,train,0.6293020248413086,-0.06135264411568642,0.8589426861380987,0.6293020248413086,1
2014-04-25,train,0.549268364906311,-0.010367334820330143,0.8500377397194312,0.549268364906311,1
2014-04-28,train,0.2699563801288605,0.004706108011305332,0.8540381091362367,0.2699563801288605,1
2014-04-29,train,0.45862337946891785,0.008962470106780529,0.8616924001594216,0.45862337946891785,1
2014-04-30,train,0.11749975383281708,-0.0013479763874784112,0.8605308591507371,0.11749975383281708,0
2014-05-01,train,0.7358468770980835,0.0035830417182296515,0.8636141771188982,0.7358468770980835,1
2014-05-02,train,0.5379860997200012,0.002189572202041745,0.8655051227144069,0.5379860997200012,1
2014-05-05,train,0.6563518047332764,-0.00831503327935934,0.8583084188155806,0.6563518047332764,1
2014-05-06,train,0.8382366299629211,0.0008248055237345397,0.8590163563404876,0.8382366299629211,1
2014-05-07,train,0.7151206135749817,0.014066899195313454,0.8711000528322547,0.7151206135749817,1
2014-05-08,train,0.16031762957572937,-0.0016084989765658975,0.8696988892887875,0.16031762957572937,1
2014-05-09,train,0.7010898590087891,0.03719155862927437,0.9020443465195862,0.7010898590087891,1
2014-05-12,train,-0.6018353700637817,0.0123002203181386,0.9131396907185084,-0.6018353700637817,-1
