step,mode,source_csv,test_days,total_return_pct,max_drawdown,sharpe,win_rate,avg_ret,std_ret
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_3scale_SOXL.csv,63,0.45215397832832727,-0.09111121796741095,2.909459084513995,0.5555555555555556,0.005378421736017415,0.029345591629593347
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_h01_SOXL.csv,63,-0.07965765607151454,-0.20031500366992505,-0.19835163654487767,0.49206349206349204,-0.0004199171324667058,0.033606870801216826
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_h02_SOXL.csv,63,0.10286959313487531,-0.33294649992628356,0.5769645354165934,0.3968253968253968,0.0018620654845152777,0.051232565204936485
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_all_features_h03_SOXL.csv,63,-0.14744833026576554,-0.35622572621364523,-0.44267688932909,0.47619047619047616,-0.0016942601298336848,0.06075660692274635
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_bnf_3scale_SOXL.csv,63,0.15757545446268462,-0.2782049552727991,0.832705748860427,0.5396825396825397,0.002416088559988414,0.046059747880825216
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_bnf_h01_SOXL.csv,63,0.016457827367462263,-0.07269988612719402,0.5123171506989147,0.49206349206349204,0.00037878422896146953,0.011736896206010865
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_bnf_h02_SOXL.csv,63,-0.5105559389324984,-0.5933192449485807,-2.20364560791184,0.49206349206349204,-0.009771605270340185,0.07039218292375035
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_mix_3scale_SOXL.csv,63,0.358371391512867,-0.3138513569467468,1.520225520423254,0.5396825396825397,0.005568587994769839,0.058148342295315195
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_mix_h01_SOXL.csv,63,0.04632993296014387,-0.05855678259000907,1.1624173411645256,0.5079365079365079,0.0011468346577784634,0.015661703547980136
StepE,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepE/sim/stepE_daily_log_dprime_mix_h02_SOXL.csv,63,0.1832705319221839,-0.4409867766583315,0.9716202171740758,0.49206349206349204,0.00495159372891894,0.08090003914234754
StepF,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepF/sim/reward_legacy/stepF_daily_log_marl_SOXL.csv,63,0.23592199837336492,-0.13472227628214561,2.5375700742167546,0.5238095238095238,0.0038322353370049667,0.02397366308077657
StepF,sim,C:/work/apex_work/output/sim/SOXL/2022-01-03/stepF/sim/reward_legacy/stepF_daily_log_router_SOXL.csv,63,0.23592199837336492,-0.13472227628214561,2.5375700742167546,0.5238095238095238,0.0038322353370049667,0.02397366308077657
